Session ID,Title,Format,Type,EstSeating,Topic,Sponsor,Cosponsor,Duration
6892,Word Counting: Numbers and Early Modern Literature,Panel,Forum Sessions,25,Spanish Literature: Before 1700,LLC 16th- and 17th-Century Spanish and Iberian Poetry and Prose,,75
6893,Untranslatability,Roundtable,Forum Sessions,50,Comparative Literature: Medieval and Renaissance,LLC Middle English,CLCS Medieval,75
6894,Stonewall at Fifty,Roundtable,Forum Sessions,200,Other Literatures: Other Literatures,TC Sexuality Studies,,75
6895,Has Postcritique Run Out of Steam?,Roundtable,Allied Organizations,75,"Genre, Theory, Method: Literary Criticism and Theory",Society for Critical Exchange,,75
6899,Confronting Racism and Celebrating Diversity: Cleveland’s Anisfield-Wolf Book Award,Roundtable,Special Sessions,30,Teaching: Literature,,,75
6900,Teaching Hemingway and Gender,Panel,Allied Organizations,20,Teaching: Literature,Ernest Hemingway Foundation and Society,,75
6904,"Community, Access, and Mentorship in DBLAC: Building (In)Formal Support Networks",Roundtable,Forum Sessions,30,The Profession: General,RCWS History and Theory of Rhetoric,,75
6909,Other Latinx: Expressions of Alterity in Literature and Culture,Panel,Forum Sessions,40,American Literature: Twentieth and Twenty-First Centuries,LLC Latina and Latino,,75
6910,"The Early Modern Epic: Imperial, Providential, or Otherwise?",Panel,Forum Sessions,30,Comparative Literature: Medieval and Renaissance,CLCS Renaissance and Early Modern,,75
6911,The State of the Single-Author Study,Roundtable,Special Sessions,40,The Profession: English and American,,,75
6915,Literatures of the Poor: The Picaresque and Beyond,Panel,Forum Sessions,25,Spanish Literature: Before 1700,LLC 16th- and 17th-Century Spanish and Iberian Poetry and Prose,,75
6916,MLA Style Workshop: Documenting Sources with the MLA Handbook,Workshop,MLA Committees,30,Teaching: General,MLA Career Center,,75
6917,How to Be Your Own Best Editor,Workshop,MLA Committees,60,The Profession: Publishing and Editing,MLA Career Center,,75
6921,Nature and Reality in the German Nineteenth Century,Panel,Special Sessions,20,German Literature: Nineteenth and Early Twentieth Centuries,,,75
6924,Performing Slavery’s Preinventions,Panel,Forum Sessions,30,"Genre, Theory, Method: Drama",GS Drama and Performance,,75
6925,On Leisure,Panel,Special Sessions,50,British Literature: Late Eighteenth Century,,,75
6926,Performing Slavery’s Reinventions,Panel,Forum Sessions,30,"Genre, Theory, Method: Drama",GS Drama and Performance,,75
6927,Transnational Currents in Canadian Literature,Roundtable,Forum Sessions,20,Other Literature in English: Canadian,LLC Canadian,,75
6928,"“The Unbearable Wrongness of Being”: Abjection, Power, and the Possibilities of the Human in Popular Culture",Panel,Special Sessions,30,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",,,75
6931,Breakfast meeting of the ADE Executive Committee,Reception,Social Events,14,,,,75
6932,Theorizing the Teaching of Writing in the Literature Classroom,Roundtable,MLA Committees,50,Teaching: Writing,MLA Office of Programs,,75
6933,"Scholars for Ethical Review: Reading, Teaching, Writing",Roundtable,MLA Committees,60,The Profession: General,MLA Office of Scholarly Communication,,75
6935,After Posthumanism: Parahuman Writing on Nineteenth-Century American Authors,Panel,Special Sessions,40,American Literature: Before 1900,,,75
6936,Environmental Humanities and the “Greening” of Spanish and Portuguese,Panel,Allied Organizations,30,Other Literatures: Other Literatures,American Association of Teachers of Spanish and Portuguese,,75
6938,Colonial Pacific Northwest,Panel,Special Sessions,15,American Literature: Before 1900,,,75
6943,"Witness, Testimony, Story, Counterstory: Languaging Race and Racism in the Teaching of Writing",Panel,Allied Organizations,75,The Profession: General,Conference on College Composition and Communication,,75
6945,Cash Bar Arranged by the ADE and the ADFL,Cash bar,Social Events,40,,,,75
6959,The Body in Pain at Thirty-Five,Panel,Forum Sessions,40,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",TC Cognitive and Affect Studies,,75
6960,After the New Southern Studies,Roundtable,Special Sessions,50,American Literature: General,,,75
6967,Decolonizing Language Education,Workshop,Special Sessions,30,Teaching: Language,,,75
6968,The Role of Social Justice Pedagogy in Second-Language Studies,Panel,Forum Sessions,30,Teaching: Language,LSL Second-Language Teaching and Learning,,75
6970,Aesthetic Deceptions in the Long Eighteenth Century,Panel,Special Sessions,17,British Literature: Restoration and Early Eighteenth Century,,,75
6979,Barbarous Tongues: Middle English and Beyond,Roundtable,Forum Sessions,40,British Literature: Old and Middle English,LLC Middle English,,75
6980,"Thinking Poems, Poems Thinking",Panel,Special Sessions,20,Comparative Literature: General,,,75
6981,Comparative Poetics,Panel,Special Sessions,30,Comparative Literature: General,,,75
6983,"Humanizing Latinx Voices: Rhetorics, Literacies, Storytelling",Panel,Allied Organizations,15,Latin American Literature: Latin American Literature,National Council of Teachers of English,,75
6989,South Asian Globalectics,Panel,Forum Sessions,30,Other Literature in English: Indian,LLC South Asian and South Asian Diasporic,,75
6990,Settler Colonialism in Southeast Asia,Panel,Forum Sessions,25,Asian Literatures: Asian Literatures,CLCS Southeast Asian and Southeast Asian Diasporic,,75
6993,John Donne in the Twenty-First Century,Panel,Allied Organizations,35,British Literature: Seventeenth Century,John Donne Society,,75
6994,Contemporary Arabic Literature and Empire,Panel,Forum Sessions,20,Arabic Literature: Arabic Literature,LLC Arabic,,75
6998,"Inclusivity, Accessibility, Community: Teaching Business Communication Online",Panel,Allied Organizations,25,Teaching: Writing,Association for Business Communication,,75
7000,"Ethnicity and Race in the Colonial Archives: Case Studies from the Viceroyalty of New Spain, Peru, and the Captaincy General of Chile",Roundtable,Special Sessions,4,Latin American Literature: Latin American Literature,,,75
7002,Political Uses of Medieval Iberia,Panel,Forum Sessions,30,Spanish Literature: Before 1700,LLC Medieval Iberian,,75
7003,Experimental Grammars: Transgender Politics and Poetics,Panel,Special Sessions,40,"Genre, Theory, Method: Literary Criticism and Theory",,,75
7004,Postwar Corporealities and Genre,Panel,Special Sessions,20,French Literature: Twentieth and Twenty-First Centuries,,,75
7006,Pacific Pound,Panel,Allied Organizations,50,American Literature: Twentieth and Twenty-First Centuries,Ezra Pound Society,,75
7009,A Decade in Comics,Roundtable,Forum Sessions,40,"Genre, Theory, Method: Film, Television, and Other Media",GS Comics and Graphic Narratives,,75
7010,Literary and Cultural Representations of Stigma,Panel,Allied Organizations,24,"Portuguese, Luso-Brazilian, and Lusophone Literatures: Portuguese, Luso-Brazilian, and Lusophone Literatures",American Portuguese Studies Association,,75
7011,Raymond Williams and the Politics of the Persistently Human,Panel,Special Sessions,20,"Genre, Theory, Method: Literary Criticism and Theory",,,75
7012,MLA Human Library 2020,Workshop,Special Sessions,25,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",,,75
7015,Performing Miracles in Medieval and Early Modern Drama,Panel,Special Sessions,25,Comparative Literature: Medieval and Renaissance,,,75
7018,Deoccidentalizing Postcolonial Studies,Panel,Forum Sessions,20,Slavic and East European Literatures: Slavic and East European Literatures,LLC Russian and Eurasian,,75
7019,Science and Fiction in Developing Worlds,Panel,Forum Sessions,40,Comparative Literature: Twentieth and Twenty-First Centuries,CLCS Global Anglophone,,75
7022,Joy and Anguish: Laughter and Subversion in African American Satire,Panel,Allied Organizations,35,American Literature: Twentieth and Twenty-First Centuries,American Humor Studies Association,,75
7023,Diaspora in Crisis,Panel,Forum Sessions,50,Other Literatures: Other Literatures,TC Race and Ethnicity Studies,,75
7025,"Puerto Rico, the Caribbean, and the Pacific",Panel,Forum Sessions,4,Latin American Literature: Latin American Literature,LLC Puerto Rican,,75
7030,Transpacific Poetics,Panel,Forum Sessions,35,Comparative Literature: Twentieth and Twenty-First Centuries,GS Poetry and Poetics,,75
7031,Writing Projects in Graduate School: Writing with and through Anxiety,Panel,MLA Committees,25,The Profession: General,MLA Committee on the Status of Graduate Students in the Humanities,,75
7032,Sovereignty and/in Indigenous Film,Panel,Forum Sessions,35,Other Literatures: Other Literatures,LLC Indigenous Literatures of the United States and Canada,,75
7034,"Graduate School, Class Mobility, and the Job Market",Panel,Special Sessions,35,The Profession: General,,,75
7035,Lectura Boccaccii,Panel,Allied Organizations,20,Italian Literature: Italian Literature,American Boccaccio Association,,75
7036,Recovery from the Margins: An Electronic Roundtable,Roundtable,MLA Committees,30,"Genre, Theory, Method: Electronic Technology (Teaching, Research, and Theory)",MLA Committee on Scholarly Editions,,75
7037,"The Space between Creative Nonfiction and Literary Criticism: Theorizing, Writing, and Publishing Critical-Creative Hybrids",Roundtable,Special Sessions,25,"Genre, Theory, Method: Literary Criticism and Theory",,,75
7039,Northern Lands of Gender Equality?,Panel,Forum Sessions,25,Scandinavian Literatures: Scandinavian Literatures,CLCS Nordic,,75
7042,Decolonizing the English Major,Roundtable,MLA Committees,50,The Profession: English and American,Association of Departments of English,,75
7043,Alternative Genealogies of the Speculative,Panel,Forum Sessions,45,"Genre, Theory, Method: Literary Relations",GS Speculative Fiction,,75
7044,Working-Class Writing and Nostalgia,Panel,Special Sessions,40,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",,,75
7046,Committee on Information Technology Meeting,Reception,Social Events,10,,,,75
7047,"Botanophilia, Botanophobia",Panel,Forum Sessions,100,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",TC Science and Literature,,75
7048,It’s All Relative: Modernism and Science,Panel,Allied Organizations,15,Comparative Literature: Twentieth and Twenty-First Centuries,Pirandello Society of America,,75
7049,Dispatches from the Bewilderment: Richard Powers’s The Overstory and the Intrusion of Gaia,Panel,Forum Sessions,100,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",TC Science and Literature,,75
7052,New Life for Old Texts:  Release from Copyright and the Modernist Canon,Panel,MLA Committees,75,American Literature: Twentieth and Twenty-First Centuries,MLA Committee on Scholarly Editions,,75
7053,"Teaching the Difficult: Working with Social Justice, Modern Slavery, and Climate Change",Roundtable,Special Sessions,50,Teaching: General,,,75
7057,Latinx Aftershocks,Panel,Special Sessions,30,American Literature: Twentieth and Twenty-First Centuries,,,75
7058,The Other #MeToos,Panel,Special Sessions,3,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",,,75
7061,Revisiting Dreyfus in the Age of Fake News and Yellow Vests,Panel,Special Sessions,40,French Literature: Twentieth and Twenty-First Centuries,,,75
7062,Conrad and the Senses,Panel,Allied Organizations,30,British Literature: Twentieth and Twenty-First Centuries,Joseph Conrad Society of America,,75
7065,Empowering Graduate Student Writers: Theories and Strategies for Writers and Their Advisers,Panel,MLA Committees,40,The Profession: General,MLA Committee on the Status of Graduate Students in the Humanities,,75
7067,Preciadas Cartas: Transatlantic Networks in Dangerous Times,Roundtable,Special Sessions,30,Spanish Literature: Twentieth and Twenty-First Centuries,,,75
7070,After Adolescence: Emerging Adulthood in American Literature,Panel,Forum Sessions,30,American Literature: Twentieth and Twenty-First Centuries,TC Age Studies,,75
7073,Academic Trajectories: Pathways to the Deanship,Panel,Special Sessions,25,The Profession: General,,,75
7075,The Human Body and Gendered Technology in the French and Francophone Traditions,Panel,Allied Organizations,30,French Literature: Twentieth and Twenty-First Centuries,Women in French,,75
7085,Advocacy for the Humanities at the Statehouse and Beyond,Roundtable,MLA Committees,50,The Profession: General,MLA Office of the Executive Director,,75
7086,Pedagogy for the Justice-Involved: Teaching English in Jails and Prisons,Workshop,Special Sessions,20,Teaching: General,,,75
7091,Immediately Hooked: Exploring #OwnVoices,Roundtable,Allied Organizations,35,Teaching: General,College English Association,,75
7096,Transformative Archives-Based Humanities Pedagogy,Panel,Special Sessions,30,Teaching: Literature,,,75
7097,Militourism: Travel Literature and Empire,Panel,Forum Sessions,25,Other Literatures: Other Literatures,GS Travel Writing,,75
7103,Romanticism and Idealism,Panel,Allied Organizations,30,Comparative Literature: Eighteenth and Nineteenth Centuries,North American Society for the Study of Romanticism,,75
7104,Editing the I/First-Person Narrative,Panel,Allied Organizations,30,The Profession: Publishing and Editing,Association for Documentary Editing,,75
7105,Queer Arabs / Queer Narratives,Panel,Special Sessions,25,Arabic Literature: Arabic Literature,,,75
7107,Form and Genre in Contemporary Writing,Panel,Forum Sessions,60,"Genre, Theory, Method: Literary Criticism and Theory",RCWS Creative Writing,,75
7109,Representational Challenges in Postcolonial Urban Studies,Panel,Special Sessions,30,Comparative Literature: Twentieth and Twenty-First Centuries,,,75
7110,Intersectionality in Fantastic and Magical Realist Multiethnic Literature,Panel,Allied Organizations,30,American Literature: Twentieth and Twenty-First Centuries,MELUS: The Society for the Study of the Multi-Ethnic Literature of the United States,,75
7111,Being Human in Contemporary Arab Writing,Panel,Special Sessions,33,Arabic Literature: Arabic Literature,,,75
7113,"(In)Comparables, Humanism, and the Humanities",Panel,Allied Organizations,75,Comparative Literature: General,American Comparative Literature Association,,75
7118,Open Access and Scholarly Communication: Voices from the Global South,Roundtable,Forum Sessions,50,The Profession: Publishing and Editing,TM Libraries and Research,,75
7119,The Seal of Biliteracy and Implications for Language Programs in Higher Education,Panel,Allied Organizations,50,Linguistics: Foreign Languages,American Council on the Teaching of Foreign Languages,,75
7123,Beyond the Individual,Panel,Forum Sessions,30,"Genre, Theory, Method: Prose Fiction",GS Prose Fiction,,75
7125,Humor and Laughter in African Literatures,Panel,Special Sessions,4,African Literatures: African Literatures,,,75
7127,What Does “Being Human” Mean in Cervantes’s Works?,Panel,Allied Organizations,40,Spanish Literature: Before 1700,Cervantes Society of America,,75
7128,Rethinking Cosmopolitanism across the Nineteenth Century,Panel,Special Sessions,30,Comparative Literature: Eighteenth and Nineteenth Centuries,,,75
7129,Decolonizing Pedagogies in Early American Studies,Panel,Forum Sessions,25,Teaching: Literature,LLC Early American,,75
7130,Mexican Cinema across Borders and Disciplines,Roundtable,Forum Sessions,40,Latin American Literature: Latin American Literature,LLC Mexican,,75
7131,Holocaust Surrealisms,Panel,Forum Sessions,20,Comparative Literature: Twentieth and Twenty-First Centuries,CLCS Global Jewish,,75
7133,Continentalization and (De)Regionalization of Europe,Panel,Forum Sessions,20,German Literature: Twentieth and Twenty-First Centuries,CLCS European Regions,,75
7139,"Racism, Jews, America",Panel,Forum Sessions,25,Jewish Literature: Jewish Literature,LLC Jewish American,,75
7143,World Orders and the Geopolitics of the Transpacific,Panel,Special Sessions,50,Comparative Literature: General,,,75
7146,Keywords for the Future,Panel,Plenary Sessions,200,The Profession: General,MLA Committee on the Literatures of People of Color in the United States and Canada,,75
7149,"DH Curious? Digital Humanities Tools and Technologies for Students, Emerging Scholars, Faculty Members, Librarians, and Administrators",Workshop,MLA Committees,55,The Profession: General,MLA Career Center,,75
7151,Spain in Crisis: Crime Fiction and Crisis Literature as a Cultural Response to Economic Precarity,Panel,Special Sessions,20,Spanish Literature: Twentieth and Twenty-First Centuries,,,75
7152,Italian Ecocriticism,Roundtable,Forum Sessions,30,Italian Literature: Italian Literature,LLC 20th- and 21st-Century Italian,,75
7153,Creolization of the Spectral Turn: Haunting in the Circum-Caribbean I,Working Group,Working Groups,50,Other Literature in English: Caribbean,,,75
7155,Afrofuturism: Diasporic Visions,Panel,Allied Organizations,40,Other Literature in English: General,College Language Association,,75
7156,“Beyond the Pale”: The Cost of Border Crossing in Ireland’s Architecture of Containment,Panel,Allied Organizations,20,Other Literature in English: Irish,American Conference for Irish Studies,,75
7158,"Taking Stock: Romanian Culture, 1989–2019",Roundtable,Forum Sessions,5,Romanian Literature: Romanian Literature,LLC Romanian,,75
7160,Academic Empire,Roundtable,Linked Sessions,50,The Profession: General,MLA Committee on the Literatures of People of Color in the United States and Canada,,75
7164,Irish Studies in Practice,Roundtable,Forum Sessions,30,Other Literature in English: Irish,LLC Irish,,75
7165,Digital Humanities and Open Scholarship: An Introduction,Workshop,MLA Committees,55,The Profession: General,MLA Career Center,,75
7166,Maoism and Literary Theory,Panel,Special Sessions,50,"Genre, Theory, Method: Literary Criticism and Theory",,,75
7167,Empathy as Being Human in American Drama,Panel,Allied Organizations,20,American Literature: General,American Theatre and Drama Society,,75
7168,"Critical Pedagogies: Precarity, Contingency, and Professional Practice",Panel,Linked Sessions,50,The Profession: General,MLA Committee on the Literatures of People of Color in the United States and Canada,,75
7169,Mobilizing the Humanities: Building the Supercommons,Roundtable,Special Sessions,50,The Profession: General,,,75
7182,The Human Caught in the Spinning of the Global,Roundtable,Linked Sessions,200,Comparative Literature: Twentieth and Twenty-First Centuries,,,75
7183,Rethinking Empathy and the Human in Contemporary Literature,Panel,Special Sessions,30,British Literature: Twentieth and Twenty-First Centuries,,,75
7184,The Black Textual as the (Im)Material: (Im)Possibilities of Historical Memory for Black Violence,Panel,Special Sessions,25,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",,,75
7185,Early Modern Racialization: A Comparative View,Panel,Forum Sessions,60,Comparative Literature: Medieval and Renaissance,CLCS Renaissance and Early Modern,LLC 16th- and 17th-Century Spanish and Iberian Poetry and Prose,75
7186,Contemporary Economies of Prestige,Roundtable,Special Sessions,50,"Genre, Theory, Method: History of the Book, Reception Theory, Comparison with Other Media, and Performance",,,75
7190,Music Lives,Panel,Forum Sessions,30,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",GS Life Writing,TC Popular Culture,75
7192,Queer TV in Post-2010 China,Panel,Special Sessions,50,Asian Literatures: Asian Literatures,,,75
7193,Being Human in the Eighteenth Century,Panel,Allied Organizations,40,Comparative Literature: Eighteenth and Nineteenth Centuries,American Society for Eighteenth-Century Studies,,75
7194,"Being Human in a Microbial World: Literature, Science, and the Microbiome",Panel,Special Sessions,30,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",,,75
7196,Corpus Data and Second-Language Education,Panel,Forum Sessions,30,Teaching: Language,LSL Applied Linguistics,,75
7198,"Humanitarian Violence and the Ethics of Witnessing: Representation, Narrative, and the Politics of Visibility",Panel,Special Sessions,20,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",,,75
7199,Interdisciplinarity in/and the Environmental Humanities,Roundtable,Forum Sessions,50,"Genre, Theory, Method: Literary Criticism and Theory",TC Ecocriticism and Environmental Humanities,,75
7202,Digital Approaches to Second-Language Writing,Panel,Forum Sessions,30,Teaching: Writing,LSL Applied Linguistics,,75
7203,Robert Frost and Fiction,Panel,Allied Organizations,15,American Literature: Twentieth and Twenty-First Centuries,Robert Frost Society,,75
7205,Proust post Prix Goncourt,Panel,Special Sessions,20,French Literature: Twentieth and Twenty-First Centuries,,,75
7206,"Disciplines, Emergences: Demarcating Words, Demarcating Worlds",Panel,Forum Sessions,25,Comparative Literature: Eighteenth and Nineteenth Centuries,CLCS Romantic and 19th-Century,,75
7207,"Distinguishing the Simulacrum from the Real, Qualified Optimism, and Stoicism in Midwestern Literature",Panel,Allied Organizations,18,American Literature: Twentieth and Twenty-First Centuries,Society for the Study of Midwestern Literature,,75
7209,"Disciplines, Emergences: Histories, Institution(s)",Panel,Forum Sessions,25,Comparative Literature: Eighteenth and Nineteenth Centuries,CLCS Romantic and 19th-Century,,75
7211,How to Get Published,Workshop,MLA Committees,125,The Profession: Publishing and Editing,MLA Career Center,,75
7212,Institutional Contexts and the Shaping and Reshaping of Power,Roundtable,MLA Committees,40,The Profession: General,MLA Committee on the Status of Women in the Profession,,75
7213,Quest for Identity in Modern German Literature: From the Center to the Margin and Back,Panel,Allied Organizations,30,German Literature: Twentieth and Twenty-First Centuries,American Association of Teachers of German,,75
7218,"Environmental Humanities, 1660 to 1800",Panel,Forum Sessions,30,British Literature: Restoration and Early Eighteenth Century,LLC Restoration and Early-18th-Century English,,75
7220,Humanizing the (Post)Communist Paradigm: An Approach to the Rhetoric of Communism and Postcommunism in Its Own Theoretical Language,Panel,Allied Organizations,15,Romanian Literature: Romanian Literature,Romanian Studies Association of America,,75
7223,"Decolonizing Sound Studies: Reverberations, Praxis, and Power",Panel,Forum Sessions,40,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",MS Sound,,75
7226,Seventeenth-Century Race Thinking: The Colors of Time,Roundtable,Forum Sessions,30,British Literature: Seventeenth Century,LLC 17th-Century English,,75
7229,Comparative Orientalisms,Roundtable,Forum Sessions,5,Comparative Literature: Medieval and Renaissance,CLCS Medieval,,75
7232,"Here We Are Now: Grunge and the Humanities, Thirty Years On",Panel,Special Sessions,25,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",,,75
7234,"Postcolonial Studies, the Environmental Humanities, and the Limits of the Human",Roundtable,Forum Sessions,30,Comparative Literature: Twentieth and Twenty-First Centuries,LLC African since 1990,TC Ecocriticism and Environmental Humanities,75
7235,Inventing and Inheriting Scholarly Journals: Perspectives on Beginnings,Roundtable,Allied Organizations,100,The Profession: Publishing and Editing,Council of Editors of Learned Journals,,75
7236,Disability and Migration,Panel,Forum Sessions,25,Comparative Literature: Twentieth and Twenty-First Centuries,TC Disability Studies,,75
7238,Recent Methodologies of Gender Research,Panel,Forum Sessions,25,British Literature: Restoration and Early Eighteenth Century,LLC Restoration and Early-18th-Century English,,75
7239,Decolonizing in and through Sound Art,Panel,Forum Sessions,40,American Literature: Twentieth and Twenty-First Centuries,MS Sound,,75
7241,Intellectual Work and the End of Higher Education,Roundtable,MLA Committees,30,The Profession: General,MLA Office of Scholarly Communication,,75
7243,Pop and the Question of Pleasure,Roundtable,Forum Sessions,30,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",TC Popular Culture,,75
7244,Teaching Literatures of the Global South,Panel,Forum Sessions,50,Teaching: Literature,TM The Teaching of Literature,,75
7252,La Llorona / The Wailing or Weeping Woman in Literature and Art,Panel,Forum Sessions,40,Latin American Literature: Latin American Literature,"GS Folklore, Myth, and Fairy Tale",,75
7256,Fifty Years of the Council of Editors of Learned Journals—and Forward,Panel,Allied Organizations,100,The Profession: Publishing and Editing,Council of Editors of Learned Journals,,75
7257,British Romanticism and China,Panel,Allied Organizations,80,British Literature: Nineteenth Century,Wordsworth-Coleridge Association,,75
7258,The United States Suffrage Centennial and the Politics of Memorialization: Literary Engagements in Public Storytelling,Roundtable,Special Sessions,40,American Literature: General,,,75
7263,Being (Super)Human: Afrofuturism after Black Panther,Panel,Special Sessions,40,Other Literatures: Other Literatures,,,75
7265,Digital Creative Making in the Literature Classroom,Roundtable,Special Sessions,100,Teaching: Literature,,,75
7268,Intersections of Buddhism and Literature in Premodern Japan,Panel,Forum Sessions,30,Asian Literatures: Asian Literatures,LLC Japanese to 1900,,75
7269,Taking Inventory around 1800,Panel,Forum Sessions,25,German Literature: Eighteenth and Early Nineteenth Centuries,LLC 18th- and Early-19th-Century German,,75
7270,Taking Inventory in the Nineteenth Century,Panel,Forum Sessions,25,German Literature: Eighteenth and Early Nineteenth Centuries,LLC 18th- and Early-19th-Century German,,75
7271,New Perspectives on Archives and Philology,Roundtable,Forum Sessions,20,Comparative Literature: Medieval and Renaissance,CLCS Medieval,,75
7277,T. S. Eliot: Identity and Politics,Panel,Allied Organizations,30,British Literature: Twentieth and Twenty-First Centuries,International T. S. Eliot Society,,75
7279,Stateless Memory,Panel,Forum Sessions,6,Comparative Literature: Twentieth and Twenty-First Centuries,TC Memory Studies,,75
7280,Imagining the Archive: Black Art and Black Collecting Practices,Panel,Forum Sessions,200,American Literature: General,TM Literary Criticism,,75
7282,"Fin de Sex at the Fin de Siècle? The Recursions of Race, Gender, and Sexuality",Roundtable,Forum Sessions,40,British Literature: Nineteenth Century,LLC Victorian and Early-20th-Century English,TC Women’s and Gender Studies,75
7283,Sounds of the Other / Other Sounds: Aurality and Critical Discourse in Mexican Music and Film,Panel,Special Sessions,20,Latin American Literature: Latin American Literature,,,75
7286,Brecht as Data Set,Panel,Allied Organizations,30,German Literature: Twentieth and Twenty-First Centuries,International Brecht Society,,75
7287,Transmedia Engagement and the Performance of Place in Southeast Asia,Panel,Forum Sessions,25,Asian Literatures: Asian Literatures,CLCS Southeast Asian and Southeast Asian Diasporic,,75
7288,Humanizing the Young Trans Body,Panel,Forum Sessions,50,"Genre, Theory, Method: Children’s Literature",GS Children’s and Young Adult Literature,,75
7289,Connecting the Humanities to Gainful Employment: Career Education and the Undergraduate Curriculum,Roundtable,Special Sessions,70,The Profession: General,,,75
7291,Vision and Sight in Children’s Literature and Culture,Panel,Forum Sessions,30,"Genre, Theory, Method: Children’s Literature",GS Children’s and Young Adult Literature,,75
7292,"The Reception of Keywords for Today: Pittsburgh, London, Peradeniya",Roundtable,Special Sessions,50,Linguistics: English and American,,,75
7293,LGBTQ Health Humanities,Panel,Forum Sessions,40,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",TC Medical Humanities and Health Studies,,75
7295,Composing the Future of English Studies,Roundtable,Forum Sessions,75,Teaching: Writing,RCWS History and Theory of Composition,,75
7298,"Comedia, Disability, Disease",Panel,Forum Sessions,16,Spanish Literature: Before 1700,LLC 16th- and 17th-Century Spanish and Iberian Drama,,75
7303,Why Theater Matters? Then and Now,Panel,Forum Sessions,25,Spanish Literature: Before 1700,LLC 16th- and 17th-Century Spanish and Iberian Drama,,75
7305,Critical Childhood Studies and Intersectionality: The State of the Field,Roundtable,Special Sessions,25,American Literature: General,,,75
7309,"Romantics as Critics, Critics as Romantics",Panel,Forum Sessions,60,British Literature: Nineteenth Century,LLC English Romantic,,75
7312,Transnational Boundary Crossings in Early Modern German Literature,Roundtable,Allied Organizations,15,German Literature: Before 1700,Society for German Renaissance and Baroque Literature,,75
7316,The Queering of Cuban Cultural Spaces,Panel,Forum Sessions,25,Latin American Literature: Latin American Literature,LLC Cuban and Cuban Diasporic,,75
7317,Gide and Homosexuality,Panel,Allied Organizations,20,French Literature: Twentieth and Twenty-First Centuries,Association des Amis d’André Gide,,75
7319,Romanticism and Posthumanism,Panel,Allied Organizations,50,British Literature: Nineteenth Century,North American Society for the Study of Romanticism,LLC English Romantic,75
7321,Southeast Asian and Australian Literary and Cultural Connections,Roundtable,Forum Sessions,20,Other Literatures: Other Literatures,CLCS Southeast Asian and Southeast Asian Diasporic,American Association of Australian Literary Studies,75
7326,Southeast Asian Diasporic Authors in Conversation,Roundtable,Special Sessions,40,Other Literatures: Other Literatures,,,75
7329,"Beyond the Border: Land, Ocean, Air",Panel,Forum Sessions,20,Comparative Literature: Eighteenth and Nineteenth Centuries,CLCS 18th-Century,,75
7330,Reading Utopia in Dark Times,Roundtable,Special Sessions,45,"Genre, Theory, Method: Literary Criticism and Theory",,,75
7335,Changes in the Landscape: Humans and Nature in Nineteenth-Century Latin America,Panel,Forum Sessions,20,Latin American Literature: Latin American Literature,LLC 19th-Century Latin American,,75
7336,DBLAC: Black Modalities and the Question of Humanity,Roundtable,Special Sessions,50,"Genre, Theory, Method: Cultural Studies, Folklore, and Popular Culture",,,75
7337,Bad Literature,Panel,Forum Sessions,50,French Literature: Medieval and Renaissance,LLC Medieval French,,75
7342,Decolonizing Global Anglophone Literature,Panel,Forum Sessions,40,Other Literature in English: General,CLCS Global Anglophone,,75
7344,“All Is True”: Truth from Balzac to Sand,Panel,Forum Sessions,30,French Literature: Eighteenth and Nineteenth Centuries,LLC 19th-Century French,,75
7346,Marxism and the New Materialisms,Roundtable,Forum Sessions,30,"Genre, Theory, Method: Literary Criticism and Theory","TC Marxism, Literature, and Society",,75
7348,African Literature and the Cold War,Panel,Forum Sessions,50,African Literatures: African Literatures,LLC African to 1990,,75
7349,"Faulkner’s Parallel Worlds: Policy, Translation, Circulation",Panel,Allied Organizations,50,American Literature: Twentieth and Twenty-First Centuries,William Faulkner Society,,75
7350,Migration and the Diaspora,Panel,Forum Sessions,30,Celtic Literatures: Celtic Literatures,CLCS Celtic,,75
7365,"Gender, Sexuality, and Power in Italian Literature and Media",Panel,Forum Sessions,40,Italian Literature: Italian Literature,LLC 20th- and 21st-Century Italian,,75
7366,Margaret Fuller’s Ecologies,Panel,Allied Organizations,40,American Literature: Before 1900,Margaret Fuller Society,,75
